J487	NY	2016	PRJNA279196	SAMN10161205	CP032730	SRR9118251
J488	NY	2016	PRJNA279196	SAMN11822270		SRR9118342
J493	NY	2016	PRJNA279196	SAMN10161206	CP032729	SRR9131548
J494	NY	2016	PRJNA279196	SAMN10161207	CP032728	SRR9131547
J603	NY	2016	PRJNA279196	SAMN08524459	CP026908	SRR9006165
J608	NY	2016	PRJNA279196	SAMN10161218	CP032718	SRR9131650
J609	NY	2016	PRJNA279196	SAMN10161219	CP032717	SRR9131651
J610	NY	2016	PRJNA279196	SAMN10161220	CP032716	SRR9131652
J612	NY	2016	PRJNA279196	SAMN10161221	CP032715	SRR9131653
J613	NY	2016	PRJNA279196	SAMN11822327		SRR9131648
J618	NY	2016	PRJNA279196	SAMN10161222	CP032714	SRR9131589
J619	NY	2016	PRJNA279196	SAMN10161223	CP032713	SRR9131668
J620	NY	2016	PRJNA279196	SAMN10161224	CP032712	SRR9131587
J622	NY	2016	PRJNA279196	SAMN10161225	CP032711	SRR9131515
J675	NY	2016	PRJNA279196	SAMN11822365		SRR9131696
J678	NY	2016	PRJNA279196	SAMN11822366		SRR9131695
J679	NY	2016	PRJNA279196	SAMN08524470	CP026897	SRR9006139
J718	NY	2017	PRJNA279196	SAMN11822381		SRR9131709
J769	NY	2017	PRJNA279196	SAMN11822405		SRR9131579
J770	NY	2017	PRJNA279196	SAMN11822406		SRR9131578
J771	NY	2017	PRJNA279196	SAMN11822407		SRR9131563
J772	NY	2017	PRJNA279196	SAMN11822408		SRR9131564
J773	NY	2017	PRJNA279196	SAMN11822409		SRR9131565
J774	NY	2017	PRJNA279196	SAMN11822410		SRR9131566
J776	NY	2017	PRJNA279196	SAMN11822411		SRR9131559
J777	NY	2017	PRJNA279196	SAMN11822412		SRR9131560
J779	NY	2017	PRJNA279196	SAMN11822413		SRR9131561
J780	NY	2017	PRJNA279196	SAMN10176983	CP032765	SRR9131562
J785	NY	2017	PRJNA279196	SAMN11822415		SRR9131617
J860	NY	2017	PRJNA279196	SAMN12589402		SRR9997173
J861	NY	2017	PRJNA279196	SAMN12589403		SRR9997172
J863	NY	2017	PRJNA279196	SAMN12589404		SRR9997162
J864	NY	2017	PRJNA279196	SAMN12589405		SRR9997161
J865	NY	2017	PRJNA279196	SAMN10298223	CP033408	SRR9988812
J965	NY	2017	PRJNA279196	SAMN12589480		SRR10002506
J966	NY	2017	PRJNA279196	SAMN12589481		SRR10002507
J967	NY	2017	PRJNA279196	SAMN12589482		SRR10002508
K001	NY	2017	PRJNA279196	SAMN12589498		SRR10002487
K117	NY	2018	PRJNA279196	SAMN12589549		SRR10002472
K118	NY	2018	PRJNA279196	SAMN12589550		SRR10002471
K120	NY	2018	PRJNA279196	SAMN12589551		SRR10002474
K220	NY	2018	PRJNA279196	SAMN11539674		SRR9002878
K311	NY	2018	PRJNA279196	SAMN12108513		SRR9589889
H413	OR	2010	PRJNA279196	SAMN11821632		SRR9123577
H623	OR	2010	PRJNA279196	SAMN11821647		SRR9123542
H624	OR	2010	PRJNA279196	SAMN08200082	CP025529	SRR9006149
H625	OR	2010	PRJNA279196	SAMN11821648		SRR9123651
H677	OR	2010	PRJNA279196	SAMN08136980	CP025367	SRR9006182
H678	OR	2010	PRJNA279196	SAMN11821653		SRR9123656
H757	OR	2011	PRJNA279196	SAMN11821654		SRR9123653
H758	OR	2011	PRJNA279196	SAMN11821655		SRR9123654
H772	OR	2011	PRJNA279196	SAMN11821659		SRR9123724
H773	OR	2011	PRJNA279196	SAMN03702623	CP011701	SRR5070785,SRR5829359,SRR5829360
H774	OR	2011	PRJNA279196	SAMN11821660		SRR9123595
H775	OR	2011	PRJNA279196	SAMN03702624	CP011702	SRR5070848,SRR5829354,SRR5829362
H776	OR	2011	PRJNA279196	SAMN11821661		SRR9123594
H777	OR	2011	PRJNA279196	SAMN11821662		SRR9123597
H778	OR	2011	PRJNA279196	SAMN08136984	CP025362	
H779	OR	2011	PRJNA279196	SAMN03702625	CP011703	SRR5070799,SRR5829348,SRR5829351
H780	OR	2011	PRJNA279196	SAMN11821663		SRR9123596
H781	OR	2011	PRJNA279196	SAMN11821664		SRR9123599
H782	OR	2011	PRJNA279196	SAMN06007763	CP018035	SRR9006186
H783	OR	2011	PRJNA279196	SAMN11821665		SRR9123561
H784	OR	2011	PRJNA279196	SAMN03455357	CP011193	SRR5070972,SRR5070988,SRR5829352,SRR5829358
H842	OR	2011	PRJNA279196	SAMN03702627	CP011705	SRR5070869,SRR5829397,SRR5829411
H843	OR	2011	PRJNA279196	SAMN11821671		SRR9123662
H844	OR	2011	PRJNA279196	SAMN11821672		SRR9123663
H845	OR	2011	PRJNA279196	SAMN12589054		SRR10010708
H864	OR	2011	PRJNA279196	SAMN03702631	CP011709	SRR5070695,SRR5071031,SRR5829716,SRR5829722
H865	OR	2012	PRJNA279196	SAMN12589055		SRR10010749
H866	OR	2011	PRJNA279196	SAMN03702632	CP011710	SRR5070664,SRR5070794,SRR5829729
H867	OR	2012	PRJNA279196	SAMN11821673		SRR9123664
H868	OR	2012	PRJNA279196	SAMN11821674		SRR9123665
H870	OR	2012	PRJNA279196	SAMN11821675		SRR9123666
H871	OR	2012	PRJNA279196	SAMN11821676		SRR9123657
H872	OR	2012	PRJNA279196	SAMN11821677		SRR9123658
H873	OR	2012	PRJNA279196	SAMN11821678		SRR9123635
H874	OR	2012	PRJNA279196	SAMN11821679		SRR9123634
H875	OR	2012	PRJNA279196	SAMN11821680		SRR9123633
H876	OR	2012	PRJNA279196	SAMN04383573	CP013882	SRR5070798,SRR5070867,SRR5829724,SRR5829725
H876	OR	2012	PRJNA279196	SAMN04383573	CP013882	SRR5070798,SRR5070867,SRR5829724,SRR5829725
H877	OR	2012	PRJNA279196	SAMN08164941	CP025382	SRR9006203
H878	OR	2012	PRJNA279196	SAMN03702633	CP011711	SRR5070947,SRR5070973,SRR5829721,SRR5829726
H879	OR	2012	PRJNA279196	SAMN11821681		SRR9123632
H880	OR	2012	PRJNA279196	SAMN11821682		SRR9123631
H882	OR	2012	PRJNA279196	SAMN11821683		SRR9123630
I056	OR	2012	PRJNA279196	SAMN11821832		SRR9123557
I057	OR	2012	PRJNA279196	SAMN11821833		SRR9123556
I058	OR	2012	PRJNA279196	SAMN11821834		SRR9123598
I059	OR	2012	PRJNA279196	SAMN11821835		SRR9123592
I060	OR	2012	PRJNA279196	SAMN11821836		SRR9123590
I061	OR	2012	PRJNA279196	SAMN11821837		SRR9123711
I062	OR	2012	PRJNA279196	SAMN11821838		SRR9123678
I064	OR	2012	PRJNA279196	SAMN11821839		SRR9123683
I065	OR	2012	PRJNA279196	SAMN11821840		SRR9123667
I066	OR	2012	PRJNA279196	SAMN11821841		SRR9123563
I067	OR	2012	PRJNA279196	SAMN11821842		SRR9123686
I068	OR	2012	PRJNA279196	SAMN11821843		SRR9123687
I069	OR	2012	PRJNA279196	SAMN03702637	CP011715	SRR5070718,SRR5070874,SRR5853106,SRR5853117
I070	OR	2012	PRJNA279196	SAMN11821844		SRR9123684
I071	OR	2012	PRJNA279196	SAMN11821845		SRR9123685
I072	OR	2012	PRJNA279196	SAMN10298212	CP033419	SRR9123516
I073	OR	2012	PRJNA279196	SAMN11821846		SRR9123517
I074	OR	2012	PRJNA279196	SAMN11821847		SRR9123533
I075	OR	2012 PRJNA279196	SAMN03464277	CP011240	SRR5070769,SRR5070789,SRR5071011,SRR5071033,SRR5853104,SRR5853111
I076	OR	2012	PRJNA279196	SAMN11821848		SRR9123532
I077	OR	2012	PRJNA279196	SAMN11821849		SRR9123531
I078	OR	2012	PRJNA279196	SAMN11821850		SRR9123530
I079	OR	2012	PRJNA279196	SAMN11821851		SRR9123529
I080	OR	2012	PRJNA279196	SAMN10298213	CP033418	SRR9123527
I081	OR	2012	PRJNA279196	SAMN11821852		SRR9123726
I082	OR	2012	PRJNA279196	SAMN11821853		SRR9123518
I083	OR	2012	PRJNA279196	SAMN11821854		SRR9123493
I084	OR	2012	PRJNA279196	SAMN11821855		SRR9123492
I085	OR	2012	PRJNA279196	SAMN11821856		SRR9123621
I086	OR	2012	PRJNA279196	SAMN11821857		SRR9123679
I087	OR	2012	PRJNA279196	SAMN11821858		SRR9123680
I088	OR	2012	PRJNA279196	SAMN03702638	CP011716	SRR5070698,SRR5071047,SRR5853108,SRR5853110
I089	OR	2012	PRJNA279196	SAMN03702639	CP011717	SRR5070851,SRR5070926,SRR5852293
I090	OR	2012	PRJNA279196	SAMN11821859		SRR9123681
I091	OR	2012	PRJNA279196	SAMN11821860		SRR9123682
I092	OR	2012	PRJNA279196	SAMN11821861		SRR9131301
I094	OR	2012	PRJNA279196	SAMN06007762	CP018036	SRR9006205
I095	OR	2012	PRJNA279196	SAMN11821862		SRR9131297
I282	OR	2012	PRJNA279196	SAMN11821987		SRR9131474
I283	OR	2012	PRJNA279196	SAMN11821988		SRR9131263
I284	OR	2012	PRJNA279196	SAMN11821989		SRR9131264
I285	OR	2012	PRJNA279196	SAMN11821990		SRR9131265
I286	OR	2012	PRJNA279196	SAMN11821991		SRR9131289
I289	OR	2012	PRJNA279196	SAMN03702651	CP011729	SRR5070719,SRR5070823,SRR5839524,SRR5839529
I290	OR	2012	PRJNA279196	SAMN11821992		SRR9131288
I291	OR	2012	PRJNA279196	SAMN11821993		SRR9131287
I292	OR	2012	PRJNA279196	SAMN11821994		SRR9131286
I293	OR	2012	PRJNA279196	SAMN11821995		SRR9131285
I294	OR	2012	PRJNA279196	SAMN11821996		SRR9131284
I295	OR	2012	PRJNA279196	SAMN11821997		SRR9131283
I296	OR	2012	PRJNA279196	SAMN11821998		SRR9131282
I297	OR	2012	PRJNA279196	SAMN11821999		SRR9131281
I298	OR	2012	PRJNA279196	SAMN11822000		SRR9131280
I299	OR	2012	PRJNA279196	SAMN11822001		SRR9131447
I300	OR	2012	PRJNA279196	SAMN11822002		SRR9131448
I302	OR	2012	PRJNA279196	SAMN11822003		SRR9131445
I303	OR	2012	PRJNA279196	SAMN11822004		SRR9131446
I304	OR	2012	PRJNA279196	SAMN11822005		SRR9131443
I305	OR	2012	PRJNA279196	SAMN11822006		SRR9131444
I306	OR	2012	PRJNA279196	SAMN11822007		SRR9131441
I307	OR	2012	PRJNA279196	SAMN11822008		SRR9131442
I309	OR	2012	PRJNA279196	SAMN11822009		SRR9131449
I310	OR	2012	PRJNA279196	SAMN11822010		SRR9131450
I311	OR	2012	PRJNA279196	SAMN11822011		SRR9131481
I441	OR	2012	PRJNA279196	SAMN11822082		SRR9131466
I442	OR	2012	PRJNA279196	SAMN11822083		SRR9131465
I443	OR	2012	PRJNA279196	SAMN11822084		SRR9131464
I444	OR	2012	PRJNA279196	SAMN11822085		SRR9131463
I727	OR	2013	PRJNA279196	SAMN11822109		SRR9118328
I728	OR	2013	PRJNA279196	SAMN03702663	CP011741	SRR5070793,SRR5071000,SRR5856170,SRR5856180
I729	OR	2013	PRJNA279196	SAMN11822110		SRR9118325,SRR9118326
I729	OR	2013	PRJNA279196	SAMN11822110		SRR9118325,SRR9118326
I959	OR	2013	PRJNA279196	SAMN03702668	CP011746	SRR5070969,SRR5071052,SRR5851477,SRR5851478
J021	OR	2013	PRJNA279196	SAMN03702676	CP011754	SRR5070892,SRR5902556,SRR5902578
J022	OR	2013	PRJNA279196	SAMN03464281	CP011244	SRR5070681,SRR5070836,SRR5070958,SRR5071061,SRR5902555,SRR5902570
J023	OR	2013	PRJNA279196	SAMN03702677	CP011755	SRR5070692,SRR5902557,SRR5902566
J071	OR	2013	PRJNA279196	SAMN11822195		SRR9118430
J072	OR	2013	PRJNA279196	SAMN03702682	CP011760	SRR5071035,SRR5902558,SRR5902563
J073	OR	2013	PRJNA279196	SAMN03702683	CP011761	SRR5070990,SRR5902567,SRR5902581
J099	OR	2014	PRJNA279196	SAMN04383577	CP013886	SRR5070741,SRR5070980
J100	OR	2014	PRJNA279196	SAMN03702688	CP011766	SRR5071071
J148	OR	2014	PRJNA279196	SAMN05716050	CP017923	SRR5829815,SRR5829833
J149	OR	2014	PRJNA279196	SAMN04383585	CP013894	SRR5070859,SRR5071051,SRR5742135
J150	OR	2014	PRJNA279196	SAMN05950789		SRR5829780,SRR5829813
J151	OR	2014	PRJNA279196	SAMN05751694	CP017161	SRR5829820,SRR5829855
J192	OR	2014	PRJNA279196	SAMN04221195	CP013091	SRR5070844,SRR5070855
J276	OR	2014	PRJNA279196	SAMN04383597	CP013906	SRR5070675,SRR5071049
J277	OR	2014	PRJNA279196	SAMN04383598	CP013907	SRR5070885,SRR5070960
J314	OR	2015	PRJNA279196	SAMN10176193	CP032981	SRR9118344
J346	OR	2015	PRJNA279196	SAMN11822224		SRR9118288
J349	OR	2015	PRJNA279196	SAMN11822226		SRR9118293
J350	OR	2015	PRJNA279196	SAMN11822227		SRR9118292
J405	OR	2015	PRJNA279196	SAMN10176208	CP032967	SRR9118469
J406	OR	2015	PRJNA279196	SAMN10176209	CP032966	SRR9118468
J407	OR	2015	PRJNA279196	SAMN10176210	CP032965	SRR9118447
J408	OR	2015	PRJNA279196	SAMN10176211	CP032964	SRR9118448
J409	OR	2015	PRJNA279196	SAMN10176212	CP032963	SRR9118449
J410	OR	2015	PRJNA279196	SAMN10176213	CP032962	SRR9118450
J432	OR	2015	PRJNA279196	SAMN11822248		SRR9118407
J495	OR	2016	PRJNA279196	SAMN10161208	CP032727	SRR9131588
J496	OR	2016	PRJNA279196	SAMN10161209	CP032726	SRR9131557
J497	OR	2016	PRJNA279196	SAMN10161210	CP032725	SRR9131555
J591	OR	2016	PRJNA279196	SAMN10161211	CP032737	SRR9131504
J719	OR	2017	PRJNA279196	SAMN11822382		SRR9131708
J720	OR	2017	PRJNA279196	SAMN11822383		SRR9131711
J721	OR	2017	PRJNA279196	SAMN11822384		SRR9131710
J722	OR	2017	PRJNA279196	SAMN11822385		SRR9131707
J809	OR	2017	PRJNA279196	SAMN11822423		SRR9131553
J814	OR	2017	PRJNA279196	SAMN11822424		SRR9131580
J815	OR	2017	PRJNA279196	SAMN11822425		SRR9131581
J816	OR	2017	PRJNA279196	SAMN10182682	CP033295	SRR9131558
J821	OR	2017	PRJNA279196	SAMN11822429		SRR9131615
J822	OR	2017	PRJNA279196	SAMN11822430		SRR9131609
J823	OR	2017	PRJNA279196	SAMN11822431		SRR9131614
J824	OR	2017	PRJNA279196	SAMN11822432		SRR9131613
J825	OR	2017	PRJNA279196	SAMN11822433		SRR9131612
J826	OR	2017	PRJNA279196	SAMN11822434		SRR9131643
J827	OR	2017	PRJNA279196	SAMN11822435		SRR9131685
J828	OR	2017	PRJNA279196	SAMN11822436		SRR9131645
J874	OR	2017	PRJNA279196	SAMN12589412		SRR9997293
J875	OR	2017	PRJNA279196	SAMN12589413		SRR9997294
J876	OR	2017	PRJNA279196	SAMN10182699	CP033279	SRR9988745
J891	OR	2017	PRJNA279196	SAMN12589414		SRR9997295
K029	OR	2017	PRJNA279196	SAMN12589509		SRR10002416
K065	OR	2018	PRJNA279196	SAMN12523734		SRR9988787
K124	OR	2018	PRJNA279196	SAMN12589552		SRR10002473
K129	OR	2018	PRJNA279196	SAMN12523753		SRR9988770
K135	OR	2018	PRJNA279196	SAMN12523754		SRR9988769
K140	OR	2018	PRJNA279196	SAMN12523755		SRR9988762
K145	OR	2018	PRJNA279196	SAMN12523756		SRR9988761
K150	OR	2018	PRJNA279196	SAMN12523760		SRR9988755
K154	OR	2018	PRJNA279196	SAMN12589573		SRR10002434
K221	OR	2018	PRJNA279196	SAMN11539675		SRR9002877,SRR10250495
K221	OR	2018	PRJNA279196	SAMN11539675		SRR9002877,SRR10250495
K221	OR	2018	PRJNA279196	SAMN11539675		SRR9002877,SRR10250495
K227	OR	2018	PRJNA279196	SAMN11539681		SRR9002896
K232	OR	2018	PRJNA279196	SAMN11539686		SRR9002897
K237	OR	2018	PRJNA279196	SAMN11539691		SRR9002836
K242	OR 	2018	PRJNA279196	SAMN11539696		SRR9002839
K247	OR	2018	PRJNA279196	SAMN11539701		SRR9002867
K248	OR	2018	PRJNA279196	SAMN11539702		SRR9002868
K249	OR	2018	PRJNA279196	SAMN11539703		SRR9002869
K250	OR	2018	PRJNA279196	SAMN11539704		SRR9002870
K251	OR	2018	PRJNA279196	SAMN11539705		SRR9002863
K252	OR	2018	PRJNA279196	SAMN11539706		SRR9002864
K253	OR	2018	PRJNA279196	SAMN11539707		SRR9002865
K259	OR	2018	PRJNA279196	SAMN11539713		SRR9002832
K265	OR	2018	PRJNA279196	SAMN11539719		SRR9002824
K323	OR	2018	PRJNA279196	SAMN12392429		SRR9860860
K329	OR	2018	PRJNA279196	SAMN12392435		SRR9860862
K332	OR	2018	PRJNA279196	SAMN12392438		SRR9860867
K462	OR	2019	PRJNA279196	SAMN12912186		SRR10247382
K472	OR	2019	PRJNA279196	SAMN12912188		SRR10247380
K477	OR	2019	PRJNA279196	SAMN12912193		SRR10247400
K481	OR	2019	PRJNA279196	SAMN12912197		SRR10247396
K481	OR	2019	PRJNA279196	SAMN12912197		SRR10247396
K486	OR	2019	PRJNA279196	SAMN12912202		SRR10247391
